CustomerID,Recency,Frequency,Monetary,Cluster,Segment,SnapshotDate,DataScope,Promo_Response
12892.0,397,1,263.38,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12893.0,31,1,188.14,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12894.0,575,1,157.35,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12895.0,42,2,372.8,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12897.0,205,4,514.25,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12898.0,464,2,310.96000000000004,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12899.0,414,1,366.4,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12900.0,422,1,340.33,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12901.0,9,28,17654.54,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12902.0,265,1,138.68,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12903.0,429,1,833.53,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12904.0,18,2,509.58,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12905.0,577,2,1018.42,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12906.0,12,5,2919.81,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12907.0,396,2,508.91,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12908.0,176,5,1776.0,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12909.0,40,8,3103.19,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12910.0,23,13,5796.52,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12911.0,552,1,1680.47,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12912.0,3,5,1662.3,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12913.0,5,13,6700.860000000001,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12914.0,401,1,223.98,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12915.0,149,4,1174.75,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12916.0,139,7,4654.0199999999995,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12917.0,128,6,4359.2,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12918.0,626,1,10953.5,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12919.0,8,6,1335.19,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12920.0,17,4,488.09000000000003,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12921.0,9,74,35921.04,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12922.0,161,1,405.38,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12923.0,64,3,789.87,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12924.0,88,12,2469.4,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12925.0,5,3,729.3299999999999,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12926.0,411,4,1548.46,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12927.0,395,1,197.31,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12928.0,35,12,4304.89,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12929.0,312,1,117.85,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12930.0,78,2,415.8,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12931.0,22,57,92347.34,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12932.0,539,8,1698.56,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12933.0,24,8,1687.03,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12934.0,737,1,181.65,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12935.0,2,15,4243.86,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12936.0,17,4,1063.9,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12937.0,15,9,3097.61,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12938.0,26,1,114.14,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12939.0,64,20,25264.8,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12940.0,55,2,913.54,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12941.0,724,1,377.49,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12942.0,131,3,942.65,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12943.0,558,2,496.5,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12944.0,36,2,604.51,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12945.0,288,2,900.11,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12946.0,437,1,324.45,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12947.0,144,6,1908.03,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12948.0,16,9,2317.43,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12949.0,31,22,15526.7,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12950.0,2,3,1843.0,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12951.0,9,15,3213.7200000000003,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12952.0,6,4,1387.79,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12953.0,10,2,828.8100000000001,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12954.0,639,1,162.45,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12955.0,1,11,4757.16,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12956.0,306,4,521.89,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12957.0,10,13,8706.97,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12958.0,400,2,539.49,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12959.0,484,1,150.95,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12960.0,414,4,1322.07,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12961.0,379,1,211.99,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12962.0,7,2,266.39,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12963.0,8,12,3601.59,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12964.0,437,1,132.24,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12965.0,89,1,771.91,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12966.0,10,1,160.18,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12967.0,358,3,4306.92,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12968.0,112,1,135.95,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12969.0,603,1,122.45,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12970.0,7,10,1524.97,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12971.0,4,116,15972.79,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12972.0,414,4,1161.2,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12973.0,414,1,385.55,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12974.0,198,2,408.95,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12975.0,437,6,2100.09,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12976.0,212,8,3156.38,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12977.0,156,4,517.63,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12978.0,385,5,2502.82,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12980.0,158,21,16245.78,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12981.0,30,2,372.21999999999997,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12982.0,243,8,2744.81,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12983.0,598,1,490.08000000000004,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12984.0,19,1,97.5,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12985.0,1,2,1239.38,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12986.0,429,10,2729.84,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12987.0,74,5,1312.21,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12988.0,292,1,535.32,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12989.0,3,33,13551.75,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12990.0,31,7,955.5,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12991.0,23,3,764.82,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12992.0,725,1,93.35000000000001,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12993.0,23,8,1259.6299999999999,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12994.0,4,3,974.4200000000001,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12995.0,85,1,211.32,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12996.0,376,1,355.5,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12997.0,22,8,2110.91,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12998.0,493,3,920.08,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
12999.0,196,3,455.88,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13000.0,107,4,1032.5,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13001.0,4,33,24172.100000000002,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13002.0,318,3,414.13,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13003.0,106,3,149.05,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13004.0,12,36,11650.85,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13005.0,174,4,999.68,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13006.0,56,1,81.57,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13007.0,580,1,175.25,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13008.0,323,3,612.13,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13009.0,673,1,234.0,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13010.0,374,2,330.12,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13011.0,372,1,101.10000000000001,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13012.0,9,11,2972.83,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13013.0,1,29,12625.77,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13014.0,11,11,5381.08,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13015.0,53,11,6586.42,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13016.0,73,3,789.89,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13017.0,7,1,204.0,0,Potential Loyalists,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13018.0,16,35,9763.16,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13019.0,379,6,1229.95,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13020.0,563,2,618.96,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13021.0,4,17,4887.24,3,Champions,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13023.0,64,3,1449.03,2,Loyal Customers,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
13024.0,471,2,555.87,1,At Risk,2011-12-10 12:49:00,"United Kingdom (cleaned: valid qty & price, non-missing CustomerID)",
