CustomerID,Recency,Frequency,Monetary,Cluster,Segment,PriorityScore,PriorityTier,Persona,Objective,PrimaryOffer,Tactics,Channels,Cadence
13767.0,2,73,35540.53,3,Champions,0.999728997289973,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16779.0,2,53,33268.24,3,Champions,0.999728997289973,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17677.0,2,54,36692.91,3,Champions,0.999728997289973,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17841.0,2,211,70884.07,3,Champions,0.999728997289973,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13078.0,3,57,29532.45,3,Champions,0.9994579945799459,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13089.0,3,203,116737.86,3,Champions,0.9994579945799459,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14527.0,3,122,27792.3,3,Champions,0.9994579945799459,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17511.0,3,60,175603.55,3,Champions,0.9994579945799459,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13694.0,4,143,196482.81,3,Champions,0.9991869918699188,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15061.0,4,127,137818.52,3,Champions,0.9991869918699188,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15856.0,4,52,34220.340000000004,3,Champions,0.9991869918699188,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16013.0,4,84,57446.44,3,Champions,0.9991869918699188,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16684.0,4,55,147142.77,3,Champions,0.9991869918699188,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15769.0,7,46,88704.32,3,Champions,0.9983739837398374,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14298.0,8,82,91194.49,3,Champions,0.9981029810298103,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17450.0,8,51,246973.09,3,Champions,0.9981029810298103,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
12921.0,9,74,35921.04,3,Champions,0.9978319783197833,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15039.0,10,93,40031.43,3,Champions,0.9975609756097561,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16422.0,17,109,63651.47,3,Champions,0.9956639566395664,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
12931.0,22,57,92347.34,3,Champions,0.994308943089431,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14680.0,25,58,57412.77,3,Champions,0.9934959349593496,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17428.0,1,45,31819.760000000002,3,Champions,0.9933333333333334,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16029.0,39,107,122209.14,3,Champions,0.9897018970189703,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14031.0,7,44,40999.17,3,Champions,0.985040650406504,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13881.0,3,43,45179.1,3,Champions,0.9794579945799459,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17865.0,31,46,26374.39,3,Champions,0.9766931779142511,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16705.0,1,42,43515.051,3,Champions,0.9733333333333334,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15498.0,3,44,26039.58,3,Champions,0.9647926374957941,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16525.0,2,48,24582.64,3,Champions,0.9516119970918768,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17920.0,4,54,24516.46,3,Champions,0.9498533116841218,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17381.0,9,38,40002.37,3,Champions,0.9444986449864499,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16210.0,2,35,38489.51,3,Champions,0.9263956639566396,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13093.0,276,55,54943.65,3,Champions,0.9254742547425475,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16133.0,4,56,22992.260000000002,3,Champions,0.9218318000906859,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15513.0,33,35,27750.55,3,Champions,0.9179945799457995,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15838.0,11,34,74163.0,3,Champions,0.917289972899729,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14895.0,8,38,25119.54,3,Champions,0.906523235068592,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13319.0,5,58,22082.5,3,Champions,0.904835400197058,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14667.0,11,54,21927.14,3,Champions,0.900353182623973,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17850.0,372,155,56600.08,3,Champions,0.8994579945799459,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16839.0,9,44,22310.49,3,Champions,0.894609516742805,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15615.0,10,47,21373.97,3,Champions,0.8904544834785082,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17243.0,1,69,20889.86,3,Champions,0.8839934330901809,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13098.0,1,28,28882.44,3,Champions,0.8799999999999999,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13081.0,12,28,59205.15,3,Champions,0.8770189701897019,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14258.0,9,25,32051.34,3,Champions,0.8578319783197832,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13001.0,4,33,24172.100000000002,3,Champions,0.8568557909744716,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17857.0,4,24,28682.24,3,Champions,0.852520325203252,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14051.0,1,37,22434.0,3,Champions,0.8523815297388411,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17377.0,24,78,18319.41,3,Champions,0.8305041744104251,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16333.0,8,22,26626.8,3,Champions,0.8275666481580742,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15159.0,2,34,22116.73,3,Champions,0.826277706543806,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15640.0,4,29,23957.58,3,Champions,0.8262453015371555,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15078.0,7,53,17761.88,3,Champions,0.8248613626153246,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17581.0,1,43,18757.75,3,Champions,0.8247958572579535,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15189.0,1,46,17524.38,3,Champions,0.8221210824554368,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14062.0,10,24,25604.2,3,Champions,0.8215580825170643,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
18172.0,15,52,17479.84,3,Champions,0.8175082030727455,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14096.0,4,17,65164.79,3,Champions,0.8058536585365854,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16746.0,5,42,18066.4,3,Champions,0.8043351206774861,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13199.0,4,67,16432.89,3,Champions,0.8012416790431619,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14088.0,10,16,64036.8,3,Champions,0.7975609756097561,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
12971.0,4,116,15972.79,3,Champions,0.7927830138521503,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17940.0,49,16,30393.19,3,Champions,0.7869918699186992,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16754.0,372,29,67502.47,3,Champions,0.7861246612466124,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15358.0,5,42,17050.41,3,Champions,0.785656748046719,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13113.0,1,37,18625.73,3,Champions,0.7823687479805848,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17706.0,4,31,20749.98,3,Champions,0.7806088142517346,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14607.0,16,22,24137.63,3,Champions,0.7796367146467114,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14194.0,5,36,18670.59,3,Champions,0.7754427949260349,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16843.0,43,35,19571.43,3,Champions,0.775039433560605,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
12939.0,64,20,25264.8,3,Champions,0.7740176021196072,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13802.0,139,19,26259.11,3,Champions,0.7653055309100467,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14849.0,22,43,15763.45,3,Champions,0.7640563735239851,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15005.0,16,56,14106.2,3,Champions,0.7552148329751844,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13468.0,2,72,13390.51,3,Champions,0.7458513354003388,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14735.0,4,56,12240.16,3,Champions,0.7241608285621576,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
14543.0,29,39,14906.77,3,Champions,0.7197431349729018,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
15044.0,19,35,16204.33,3,Champions,0.7196413652288252,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
13564.0,144,37,17249.55,3,Champions,0.7183151086263089,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17340.0,30,18,22404.82,3,Champions,0.7173193275149167,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
17139.0,16,25,19584.46,3,Champions,0.7159293888745786,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
16161.0,2,43,12831.8,3,Champions,0.7155797839357221,Critical,"High value, high engagement",Retain + maximize LTV,VIP perks / early access / exclusive bundle,VIP tier & priority support; Early access launches + limited edition; Cross-sell premium bundle (high margin); Referral program (high credibility),"Email, App Push, WhatsApp, Loyalty",Weekly (personalized)
